photo_id,title,description,tags,faves
46954171715,South Dock - This is London #9,"The South West India Dock, later known as South Dock, was constructed in the 1860s, replacing the unprofitable City Canal, built in 1805.

From 1960 to 1980, trade in the docks declined to almost nothing. There were two main reasons. First, the development of the shipping container made this type of relatively small dock inefficient, and the dock-owners were slow to embrace change. Second, the manufacturing exports which had maintained the trade through the docks dwindled and moved away from the local area. In 1980 the docks were closed and the Government took control of the land. 

After the closure of the upstream enclosed docks, the area was regenerated as part of the Docklands scheme, and is now home to the developments of Canary Wharf.

Parts of the western end of the south docks is being built over in new developments currently under construction.

South Dock regularly plays host to medium-sized military vessels visiting London as it is the furthest point upstream that they can be turned around. ","southdock, london",20.0
33992271048,20180928_white socks,so sexy in socks,"socks, white, black, crossed, legs, bare, skirt, mini, phone, tube, subway",2.0
32918082047,Steel Totem,"Well, there was some semblance of safety and tranquillity where I took the last shot. Then, we walked into the park proper.... and there was a gang of scary teens. So I became very anxious and had to cross the water and hurry away from them. I missed a few of the shots I had wanted but was still alive, so that was something.

I really like unique pieces of architecture- those random, shocking structures that just don't fit with anything else in the vicinity. The Orbit Tower (I think it's still called that?) is one of those, a building that looks like a rollercoaster was torn up and crumpled. It's a building that I don't think looks that great in the day, but at night with its bright red showing... wow.","queenelizabetholympicpark, orbittower, stratford, london, architecture, landscape, city, cityscape, river, water, reflection, lights, lighttrails, night, evening, longexposure, lowlight, sonya7riii, zeiss, loxia, 21mm",63.0
47809075812,The Botanical,Sony a6000 + Sigma 30mm F2.8 DN Art,"botanical, kew, royal, garden, gardening, building, architecture, lake, park, themepark, green, outdoors, bird, perspective, seagull, trees, water, morning, sunny, cleansky, house, victory, london, greenfingers, greenhouse, unitedkingdom, england, nature, sony, a6000, ilce, alpha, mirrorless, sigma, 30mm, art",23.0
32914923387,"View camera - Portobello Road Market, London W11.",PB030632 Anx2 Q90 1400h,"olympusomdem5, edk7, 2018, uk, england, london, londonw11, royalboroughofkensingtonandchelsea, nottinghill, portobelloroad, portobelloroadmarket, urban, city, cityscape, viewcamera, camera, vintage, classic, antique, lens, selfiealert",18.0
40892508943,"Pedestrian tunnel, King's Cross station, London N1.","<b>Allies &amp; Morrison Architects, Spiers &amp; Major, The Light Lab, 2014</b>

PB030643 Anx2 Q90 1400h ","olympusomdem5, edk7, 2018, uk, england, london, londonn1, londonboroughofcamden, londonkingscross, railwaystation, pedestriantunnel, architecture, building, structure, light, colour, person, people, arch, curve, ledlightwall",43.0
33979850528,"Dome and cruciform upper nave - Saint Sophia Greek Cathedral, Bayswater, London W2.","<b>John Oldrid Scott, Byzantine Revival, 1882
----
<a href=""""https://en.wikipedia.org/wiki/St_Sophia's_Cathedral,_London"""" rel=""""noreferrer nofollow"""">en.wikipedia.org/wiki/St_Sophia%27s_Cathedral,_London</a></b>

PB030613 Anx2 Q90 ","olympusomdem5, edk7, 2018, uk, england, london, londonw2, bayswater, moscowroad, saintsophiagreekcathedral, greekorthodox, greekorthodoxcathedralofthedivinewisdomhagiasophia, church, johnoldridscottbyzantinerevival1882, gradeilisted, architecture, building, oldstructure, city, cityscape, urban, arch, dome, metal, window, stonework, brickwork, stonecarving, ceramicroofingtile",19.0
47802975272,Wait For The All-Clear,"One thing that I love about cities is how the roads seem to cut a path through the darkness at night. From one of the parks many bridges the added height really shows the divide between the dark spaces and the lit roads.

I once again experience that favourite feeling of mine, of walking through a huge city with barely any people about. Apart from a couple of cars that went by underneath us and a couple of security guards off to the side, there was no one. Bliss.","queenelizabetholympicpark, londonaquaticscentre, stratford, london, architecture, landscape, city, cityscape, lights, lighttrails, night, evening, longexposure, lowlight, sonya7riii, zeiss, loxia, 21mm",92.0
47802327002,30 Cannon Street,"In front of 30 Cannon Street is the entry to Mansion House underground station (another excuse to get in some iconic London design with the double decker bus in the background).

The white-arched building covered over a bomb site after the World War II destruction of a Sir Christopher Wren designed church - itself a replacement for a church lost in the Great Fire of London.

Designed by Whinney, Son &amp; Austen Hall, it was built for Credit Lyonnais, completed in 1977, and granted a Grade II heritage listing in 2015. ","30cannonstreet, mansionhouse, london, underground, building, architecture, rambo2100, arch, doubledecker, bus, red, white, office",19.0
40887778083,Large Skipper Ochlodes sylvanus,"I photographed this butterfly at Mayesbrook Park, Dagenham.

Male Large Skippers are most often found perching in a prominent, sunny position, usually on a large leaf at a boundary between taller and shorter vegetation, awaiting passing females. Females are less conspicuous, though both sexes may be seen feeding on flowers, Bramble being a favourite. Males have a thick black line through the center of their fore-wing. Undersides have faint orange spots unlike the bright silver spots in Silver-spotted Skipper. 
The presence of a faint chequered pattern on both sides of the wings distinguishes this species from the similar Small and Essex Skippers, which fly at the same time. The Large Skipper is widespread in southern Britain and its range has extended northwards in north-east England since the 1960s.

If you have a minute check out my blog: <a href=""""http://rovingbumbarrel.blogspot.com/"""" rel=""""noreferrer nofollow"""">rovingbumbarrel.blogspot.com/</a> ","2018, essex, june, largeskipper, london, mayesbrookpark, nikond7200, sigma105mmf28macro, dagenham, ochlodessylvanus",7.0
47064992894,Myathropa florea,"I photographed this hoverfly at Mayesbrook Park, Dagenham

This is the most abundant and least choosy of the hoverflies associated with decaying wood. The larvae, which are of the ‘long-tailed’, aquatic type, occur in any situation where wet wood debris are present, such as water-filled hollows containing decaying leaf and wood detritus, and decaying roots deep underground. They can also develop in cow-dung. They will readily use artificial breeding sites consisting of containers of water mixed with rotted sawdust or woodland litter.

Adults disperse widely and visit a variety of flowers. Males hover in the canopy, making a loud high pitched buzz. They are often seen in gardens 

If you have a minute check out my blog: <a href=""""http://rovingbumbarrel.blogspot.com/"""" rel=""""noreferrer nofollow"""">rovingbumbarrel.blogspot.com/</a>","2018, dagenham, essex, london, may, mayesbrookpark, nikond7200, sigma105mmf28macro, hoverfly, myathropaflorea",8.0
47064987034,Ring-necked Parakeet Psittacula krameri,"Taken at Mayesbrook Park, Dagenham

I hope you like my image; I am an amateur mainly wildlife photographer who is always looking to improve. So constructive criticism is always welcome.

Also, if I have misidentified any of my subjects please let me know, I would be happy rather than offended.

If you have a minute do have a look at my blog: <a href=""""http://rovingbumbarrel.blogspot.com/"""" rel=""""noreferrer nofollow"""">rovingbumbarrel.blogspot.com/</a>","2018, dagenham, february, mayesbrookpark, nikkor200500mmf56, nikond7200, london, essex, ringneckedparakeet, psittaculakrameri",1.0
47851539541,Greenwich Park Widescreen,"Taken quite a few shots, but have not been editing or uploading in a while due to pressures of work. Decided to give myself a bit of photo time.
Greenwich Park. I always love the contrast between ancient and ultra modern.","greenwich, greenwichpark, monochrome, bw, trees, park, ornc, oldroyalnavalcollege, queenshouse, canarywharf, widescreen, landscape, city, london",4.0
47060805674,Long-tailed Tit Aegithalos caudatus,"Taken at Mayesbrook Park, Dagenham

I hope you like my image; I am an amateur mainly wildlife photographer who is always looking to improve. So constructive criticism is always welcome.

Also, if I have misidentified any of my subjects please let me know, I would be happy rather than offended.

Please if you have a minute to have a look at my blog: <a href=""""http://rovingbumbarrel.blogspot.com/"""" rel=""""noreferrer nofollow"""">rovingbumbarrel.blogspot.com/</a>","aegithaloscaudatus, longtailedtit, mayesbrookpark, dagenham, london, essex, httprovingbumbarrelblogspotcom",0.0
47058841324,Greenhouse door 2,Sony a6000 + Sigma 30mm F2.8 DN Art,"palmtree, palm, greenhouse, kew, royal, garden, victory, queen, green, grass, trees, sky, bluesky, door, glass, indoors, landscape, ancient, old, dirty, exit, botanic, london, unitedkingdom, england, primelense, sony, a6000, ilce, alpha, sigma, 30mm, art",29.0
47839737501,Southwark looking east,A view along the railway line towards London's Woolwich. On the left is the Thames and Potters Fields Park is just before Tower Bridge. Pricey real estate now on the south side of the river.,"southwark, london, england, rambo2100, pottersfieldspark, towerbridge, river, thames, stsavioursestate, bermondsey, mist, fog, railway, canarywharf",13.0
44887740284,DSC_1855 Africa on the Square October 27 2018 Trafalgar Square London Black History Month. Africa Fashion Week Show showcasing and celebrating work from established and emerging African designers.,Africa on the Square October 27 2018 Trafalgar Square London Black History Month. Africa Fashion Week Show showcasing and celebrating work from established and emerging African designers.,"africa, square, october, 27, 2018, trafalgar, london, black, history, month, fashion, week, show, showcasing, celebrating, work, from, established, emerging, african, designers",0.0
32879891847,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
32879891237,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
32879890807,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
32879890517,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
32879890487,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
32879890387,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
33946375908,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
32879890107,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
47033654284,Iron Maiden,"Legacy Of The Beast Tour
O2 Arena London, UK","britain, england, fujinonlensxf56mmf12r, fujifilm, fujifilmxt2, gigs, heavymetal, ironmaiden, legacyofthebeast, livemusic, metal, northgreenwich, theo2arena, unitedkingdom, xseries, liveband, livemusicphotographer, livemusicphotography, musicfans, london",0.0
47033654314,Iron Maiden,"Legacy Of The Beast Tour
O2 Arena London, UK","britain, england, fujinonlensxf56mmf12r, fujifilm, fujifilmxt2, gigs, heavymetal, ironmaiden, legacyofthebeast, livemusic, metal, northgreenwich, theo2arena, unitedkingdom, xseries, liveband, livemusicphotographer, livemusicphotography, musicfans, london",0.0
47033654114,Iron Maiden,"Legacy Of The Beast Tour
O2 Arena London, UK","britain, england, fujinonlensxf56mmf12r, fujifilm, fujifilmxt2, gigs, heavymetal, ironmaiden, legacyofthebeast, livemusic, metal, northgreenwich, theo2arena, unitedkingdom, xseries, liveband, livemusicphotographer, livemusicphotography, musicfans, london",0.0
47812470332,Red light and fountain,Trafalgar square dawn,"trafalgarsquare, dawn, redlight, fountain, london, nikon, d750",13.0
32879891667,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
33946377528,Amber Jayne x Candid Portraits Ltd,Photo © Patrick Lovell,"brazzers, cleavage, pinkskirt, paulraymondmags, adultfilmactress, britishactress, adultmodel, glamourmodel, longblondehair, englishactress, pornstar, amberjayne",0.0
33946348058,Georgie Lyall x Candid Portraits Ltd,Photo © Patrick Lovell,"scottishactress, blonde, brazzers, adultmodel, georgielyall, cleavage, paulraymondmags, adultfilmactress, pornstar",0.0
32879867017,Georgie Lyall x Candid Portraits Ltd,Photo © Patrick Lovell,"scottishactress, blonde, brazzers, adultmodel, georgielyall, cleavage, paulraymondmags, adultfilmactress, pornstar",0.0
32879520507,Iron Maiden,"Legacy Of The Beast Tour
O2 Arena London, UK","britain, england, fujinonlensxf56mmf12r, fujifilm, fujifilmxt2, gigs, heavymetal, ironmaiden, legacyofthebeast, livemusic, metal, northgreenwich, theo2arena, unitedkingdom, xseries, liveband, livemusicphotographer, livemusicphotography, musicfans, london",0.0
46906999385,Iron Maiden,"Legacy Of The Beast Tour
O2 Arena London, UK","britain, england, fujinonlensxf56mmf12r, fujifilm, fujifilmxt2, gigs, heavymetal, ironmaiden, legacyofthebeast, livemusic, metal, northgreenwich, theo2arena, unitedkingdom, xseries, liveband, livemusicphotographer, livemusicphotography, musicfans, london",2.0
32879520487,Iron Maiden,"Legacy Of The Beast Tour
O2 Arena London, UK","britain, england, fujinonlensxf56mmf12r, fujifilm, fujifilmxt2, gigs, heavymetal, ironmaiden, legacyofthebeast, livemusic, metal, northgreenwich, theo2arena, unitedkingdom, xseries, liveband, livemusicphotographer, livemusicphotography, musicfans, london",3.0
32879520357,Iron Maiden,"Legacy Of The Beast Tour
O2 Arena London, UK","britain, england, fujinonlensxf56mmf12r, fujifilm, fujifilmxt2, gigs, heavymetal, ironmaiden, legacyofthebeast, livemusic, metal, northgreenwich, theo2arena, unitedkingdom, xseries, liveband, livemusicphotographer, livemusicphotography, musicfans, london",3.0
47820775541,London Bus,"Instagram: <a href=""""https://www.instagram.com/jl.dumas"""" rel=""""noreferrer nofollow"""">www.instagram.com/jl.dumas</a>
500Px: <a href=""""https://500px.com/jldum"""" rel=""""noreferrer nofollow"""">500px.com/jldum</a>

Travel: <a href=""""https://www.flickr.com/photos/jldum/albums/72157667373386054"""">www.flickr.com/photos/jldum/albums/72157667373386054</a>
London: <a href=""""http://www.flickr.com/photos/jldum/albums/72157705986822055"""">www.flickr.com/photos/jldum/albums/72157705986822055</a>
","bâtiment, building, londres, london, artistique, frame, abstrait, abstraction, abstract, artistic, art, architecte, architectural, architecture, architect, lignes, géométrique, design, tower, tour, travel, trip, voyage, voyageur, traveller, reflet, reflection, blue, bleu, sky, nuage, cloud, ciel, hdr",238.0
47028324064,From The Outside,"It's a funny bit of the city, where there are unused bits of land where you'd think every square inch would be gobbled up and used for building on. Nice that it is space though, just for the sake of it.

London seemed pretty peaceful, from a distance. The amount of space around us next to the relatively quiet road... it felt like we were outside the city, looking in.","queenelizabetholympicpark, londonaquaticscentre, orbittower, stratford, london, architecture, landscape, city, cityscape, lights, night, evening, longexposure, lowlight, sonya7riii, zeiss, loxia, 21mm",60.0
47764712292,"Palm house - Royal Botanic Gardens, Kew",Sony a6000 + Sigma 30mm F2.8 DN Art,"palm, house, palmtree, botanic, garden, royal, kew, greenhouse, aeroplane, flight, heathrow, london, england, unitedkingdom, sony, a6000, ilce, alpha, mirrorless, sigma, 30mm, art, simetry, moon, bluesky",26.0
47762013482,When Things Are Dry,"Just because it rained so badly today, this is what you can expect on a sunny day.","christianleyk, unitedkingdom, london, greatbritain, england, westminster, westminstercathedral, reflections, spiegelung, tower, turm, blackwhite, blackandwhite, schwarzweiss, glass, architecture",3.0
47813581061,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",1.0
47813580821,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",1.0
47813579471,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47813579121,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47024122874,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
46897148145,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936470728,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",3.0
33936470228,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
46897144075,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47813599661,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
40847177353,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
32869873527,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47813596361,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47813595181,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47813594851,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47813593481,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
46897166755,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
46897161775,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
46897161285,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936487218,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
32869856687,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936485888,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936484378,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47761491952,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936482808,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47761491342,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936482338,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936480818,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47761488322,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
33936480078,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47813583861,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
47024127664,Notting Hill,"<a href=""http://www.elmundoenmicamara.com"" rel=""noreferrer nofollow"">www.elmundoenmicamara.com</a>","notting, hill, nottinghill, london, londres, portobello, road, portobellomarket, europe, uk, greatbritain, winter, streetphotography",0.0
46894049585,Habitat One,"Oh, hey, look, it's London! I've found that I do get genuinely nervous about going to London because of all the frightening people there. It's a rare occasion when i'm there these days. Even the walk to the quieter park of the Olympic Park was difficult for me, passing the busy shops and stations. I'm just not good around people.

Anyway, the first stop on a full evening of walking was this view of the London Aquatics Centre and the Orbit Tower. I do like the architecture in the park and it's nice to have colourful lights in a city. White and orange can quickly feel miserable.","queenelizabetholympicpark, londonaquaticscentre, orbittower, stratford, london, architecture, landscape, city, cityscape, lights, night, evening, longexposure, lowlight, sonya7riii, zeiss, loxia, 21mm",53.0
33933090578,Looking Up,Symmetry and reflections.,"london, southbank, reflection, symmetry, colour",5.0
43887253305,DSC_8394a Notting Hill Caribbean Carnival London Exotic Colourful Costume Girls Dancing Showgirl Performers Aug 27 2018 Stunning Lady  Big Beautiful Woman BBW. this lady is my size with the perfect body,Notting Hill Caribbean Carnival London Exotic Colourful Costume Girls Dancing Showgirl Performers Aug 27 2018 Stunning Lady  Big Beautiful Woman BBW. this lady is my size with the perfect body,"notting, hill, caribbean, carnival, london, exotic, colourful, costume, girls, dancing, showgirl, performers, aug, 27, 2018, stunning, ladies, lady, big, beautiful, woman, bbw, this, is, size, with, perfect, body",6.0
44819236961,DSC_8448 Notting Hill Caribbean Carnival London Exotic Colourful Maroon Turquoise and Pink Costume with Ostrich Feather Headdress Girls Dancing Showgirl Performers Aug 27 2018 Stunning Ladies Delightful Fine Ass,Notting Hill Caribbean Carnival London Exotic Colourful Maroon Turquoise and Pink Costume with Ostrich Feather Headdress Girls Dancing Showgirl Performers Aug 27 2018 Stunning Ladies Delightful Fine Ass,"notting, hill, caribbean, carnival, london, exotic, colourful, costume, girls, dancing, showgirl, performers, aug, 27, 2018, stunning, ladies, maroon, turquoise, pink, with, ostrich, feather, headdress, delightful, fine, ass",0.0
47014937664,IMG_8273,Southwark Street frontage of Kirkaldy's Testing and Experimenting Works.,"buildings, london, southwark, kirkaldytestingmuseum, works",0.0
47014935604,IMG_8271,Southwark Street frontage of Kirkaldy's Testing and Experimenting Works.,"buildings, london, southwark, kirkaldytestingmuseum, works",0.0
40837857183,IMG_8270,Southwark Street frontage of Kirkaldy's Testing and Experimenting Works.,"buildings, london, southwark, kirkaldytestingmuseum, works",0.0
46887775345,IMG_8157,"Brinell Hardness Testing Machine, by the Brinell Co. Sweden (c. 1920).

The screw below provides a solid but adjustable platform to support the sample being tested under the ball (centre). Above is the hydraulic mechanism which provides the force.","london, southwark, kirkaldytestingmuseum, measurement, brinellhardness, hydraulic",0.0
47752032772,IMG_8155,"Brinell Hardness Testing Machine, by the Brinell Co. Sweden (c. 1920).

Brinell harness is a scale based on the resistance of a sample to having a hard steel ball pressed into it. This is useful as a non-destructive estimate of the tensile strength of metals, which can be applied to samples.","london, southwark, kirkaldytestingmuseum, measurement, brinellhardness, hydraulic",0.0
46887771285,IMG_8150,"Tensometer by Hounsfield, Croydon (c. 1950)

This machine allows tensile tests to be made on samples arounf 1/8 inch in diameter, and between 1 inch and 18 inches long.

This machine can test between 2 ton and 200lb full scale, using a spring steel beam (rather than the system of leavers and weights in Kirkaldy's machine)

The movement of the spring beam is greatly magnified by the displacement of mercury from a bulb and along a narrow tube, so that a scale of about 6 inches  is covered as the spring beam is loaded.","london, southwark, kirkaldytestingmuseum, measurement, tensometer",0.0
46887770195,IMG_8149,"Tensometer by Hounsfield, Croydon (c. 1950)

This machine allows tensile tests to be made on samples around 1/8 inch in diameter, and between 1 inch and 18 inches long.

This machine can test between 2 ton and 200lb full scale, using a spring steel beam (rather than the system of leavers and weights in Kirkaldy's machine)

The movement of the spring beam is greatly magnified by the displacement of mercury from a bulb and along a narrow tube, so that a scale of about 6 inches  is covered as the spring beam is loaded.","london, southwark, kirkaldytestingmuseum, measurement, tensometer",0.0
32860696997,IMG_8144,"Kirkaldy's microscope, awarded to him by the Institute of Civil Engineers as a Telford Premium Prize.","london, optical, southwark, kirkaldytestingmuseum, microscope",0.0
